Posts
"Iphone 12 Pro Max 256gb  GoldenCondition : 10/10Factory Unlock Single +esim approved BH : 91%LlaBox With CablePhones is Sealed and Waterproof Demand:240,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 13 Pro Max 256gb  Sierra BlueCondition:10/10Factory Unlock Pta approved Official Merchantile Zpa3month Warranty LeftBH : 99%Box With CablePhones is Sealed and Waterproof Demand:335,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 12 Pro Max 256gb  GoldenCondition : 10/10Factory Unlock Single +esim approved BH : 88%Merchantile ZpaBox With CablePhones is Sealed and Waterproof Demand:239,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 13 128gb StarlightCondition:10/105month Under Apple Warranty Factory Unlock 4month Sim Time  Non Active BH : 96%Merchantile Pta Approved _______SOLD________Phones is Sealed and Waterproof Demand:240,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 11 64gb White /Purple Condition:10/10Factory Unlock 4month Sim Time  Non Active BH : 85+Phones is Sealed and Waterproof Demand:78,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 11 64gb White Condition:10/10Under Apple Warranty Factory Unlock 4month Sim Time  Non Active BH : 85+Phones is Sealed and Waterproof Demand:82,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone 11 64gb White Condition:10/10Jv/Carrier LockUnder Apple Warranty 4month Sim Time  Non Active BH : 97+Phones is Sealed and Waterproof Demand:72,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone Xr 64gb White/RedCondition:10/10Jv/Carrier Lock4month Sim Time  Non Active BH : 85+Phones is Sealed and Waterproof Demand:50,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone Xr 64gb White/RedCondition:10/10Jv/Carrier Lock4month Sim Time  Non Active BH : 85+Phones is Sealed and Waterproof Demand:50,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
"Iphone Xr 64gb White/RedCondition:10/10Factory Unlock 4month Sim Time  Non Active BH : 85+%Phones is Sealed and Waterproof Demand:55,000/-𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 | 𝐅𝐚𝐬𝐭 𝐒𝐡𝐢𝐩𝐩𝐢𝐧𝐠 𝐍𝐚𝐭𝐢𝐨𝐧𝐰𝐢𝐝𝐞𝐎𝐫𝐝𝐞𝐫 𝐭𝐡𝐫𝐨𝐮𝐠𝐡 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩 : https://wa.me/message/QHXDPJ4O2Z4KF1𝐀𝐏𝐏𝐋𝐄𝐖𝐀𝐋𝐀.𝐏𝐊 𝐁𝐫𝐢𝐧𝐠 𝐇𝐨𝐦𝐞 𝐃𝐞𝐥𝐢𝐯𝐞𝐫𝐲 𝐒𝐞𝐫𝐯𝐢𝐜𝐞  -𝐆𝐞𝐭 𝐲𝐨𝐮𝐫 𝐀𝐥𝐥 𝐢𝐃𝐞𝐯𝐢𝐜𝐞𝐬 𝐚𝐭 𝐲𝐨𝐮𝐫 𝐃𝐨𝐨𝐫 𝐒𝐭𝐞𝐩- Stay home and get your favorite Apple Devices at your Door Step With Checking/Replacement Warranty with ease and safeFor More Details Call/WhatsApp us on below numbers :  0334-7251676 0331-2315276IG : http://www.instagram.com/applewala.pk𝐁𝐨𝐨𝐤 𝐘𝐨𝐮𝐫 𝐎𝐫𝐝𝐞𝐫 𝐍𝐨𝐰 : ✪ 100% Genuine Original Product ✪ Fast COD All over Pakistan✪ Cash and Bank Transfer Only ✪ Doorstep service with proper guidance in Karachi✪ Get your product in hand within 24 Hours"
